User-ID,ISBN,Book-Rating
81484,0966877284,6
11676,3442726042,8
55268,0445045132,5
88651,0316693642,8
153662,1551668378,9
206652,1864500328,8
185233,0307001210,5
236757,0060919647,8
30795,0689846215,7
162671,067174500X,9
91115,0060987529,8
41084,0060092572,7
273113,0679426582,5
26516,0515130389,9
231117,2253006459,8
205072,0671890077,9
67358,0451450604,5
11676,0671556029,10
91113,1931561648,10
233543,0394584082,6
189835,0515062936,5
72285,9728413300,8
10472,0140281290,8
258151,0425185710,9
208390,0060176806,4
177432,0879971304,6
138813,0553375628,8
165411,3423123303,3
164096,014018001X,7
104160,0373290705,6
241666,0671867113,5
261201,0349130132,10
236058,0006552390,7
83323,031242051,4
244293,0553213725,9
100459,0399143955,7
47831,0140139397,6
259430,0345386108,7
182993,0060582294,10
105254,0064472272,8
164465,0752541625,10
86189,0140109064,7
254053,0525944796,8
257204,038089596X,8
80203,0804106304,10
36606,0373833121,5
225867,0446532231,10
102965,0345378490,8
31315,0891455744,10
25409,0451205855,8
17859,0449221482,10
256247,0725513217,2
150498,1556540116,10
16634,0895778602,8
22922,0886776724,5
18155,0224019147,7
38281,9506440298,9
55187,0345339967,8
181956,0385486804,7
244486,1559941952,6
248850,0811722988,8
88693,0684871580,8
70119,0553583980,8
72839,0345423135,6
193533,0670805149,8
205963,0870448668,8
148258,1550378147,9
210587,0375421440,8
11676,0440215625,8
8019,0670844527,10
137589,0385471432,3
243785,0440213282,8
134256,0373254822,6
150896,0671868640,8
158506,0451526341,10
55490,345292243225,5
204959,0751512907,7
99630,0871318083,9
122679,0064410129,8
27538,086571407X,8
95359,193072229X,10
82407,0060923245,9
160507,1400031567,9
77809,0764222295,9
37310,1586601237,8
225763,0385424345,5
221080,2266115235,7
198295,014200182,9
184532,0671039725,10
73196,0451187903,7
12982,0380756269,10
15575,0451527070,8
253590,3596102944,5
272482,1853045616,10
11676,0552770019,8
226341,0380896117,8
139380,0451207947,7
97620,0440330076,9
258903,0440229499,9
250359,1400046149,10
189115,034538475X,6
198755,067168891X,7
27821,0451177096,3
59269,1570540535,8
131238,0590762583,9
11676,0670032131,6
246823,0263832708,5
209875,055358023X,6
165759,0826930425,5
244471,0140039589,7
255489,044021632X,5
224525,0875420036,10
11676,3453025237,4
264321,084394000X,4
237132,0375502645,10
94153,0767903196,10
223017,0600551563,9
183537,037322687X,5
77332,0698111095,9
216444,0020778201,5
138124,0192833553,8
78973,0340796278,7
172030,0821751379,10
11676,0704349264,8
65827,3423118261,5
61619,067187120x,1
164609,3401016733,10
35320,0060085452,8
66765,0399149260,8
253797,1580621317,5
71362,0060956453,8
89038,0688159281,8
146175,0671758896,9
126373,140003065X,8
98723,0451186923,8
44296,0671041622,10
35857,0380710722,10
71712,0446519650,8
146561,0673393585,6
226545,0764551469,10
98391,0345463269,10
58147,0061075639,5
11676,0439324599,8
75819,0684869713,6
23902,0446514594,7
11676,0446518050,6
62532,0446602086,7
174163,0330367358,9
32483,9685368503,10
11676,349922786X,7
136382,0451180755,7
78783,0061007536,8
31343,0385334036,9
172888,2715805640,7
68768,0373809204,10
61283,0440110653,8
88652,0399137769,10
126697,0465045480,7
223253,0385125127,5
257362,1575663805,7
139287,0884861775,5
155343,0451161351,6
272002,1567313051,5
98391,0312266774,10
105028,0440213525,8
94242,0156013924,9
53520,0446360856,7
171445,0743455967,9
142134,0670891576,9
105517,1558747109,9
182429,8475223591,9
42307,0385333277,7
220013,0345378482,8
29000,0140102760,8
32440,0451166582,7
196160,0345350596,9
220248,2738112188,7
52521,0425178765,10
153662,0553272837,10
31391,0525937668,10
210597,0786884789,5
206567,0836246314,9
44594,031218171X,5
171118,0444409300,9
219671,034542865X,8
54290,0962959170,8
152624,0451206002,7
95991,0446360325,8
128365,1880032929,7
220240,1561792462,8
276498,0804109176,5
151271,0316569321,10
236901,0553380117,7
11676,0671724746,6
148263,0694012955,10
146106,0312195559,7
204864,0812541944,9
90653,0804114986,10
47680,0439295025,6
11676,3596132762,7
95800,0620241179,9
177416,0380641623,7
233543,0399150439,9
21576,0806961511,5
275239,0451521560,10
174304,1885171277,7
221362,051513595X,8
98391,1931696934,9
85993,0312288662,10
96740,0099394316,9
182828,0312925689,7
70635,972695374,8
239584,0316678104,9
250510,0553280414,7
269712,0425132153,8
109012,0375800409,9
270896,0156027321,8
37538,0446601640,6
238470,8804436182,8
94923,034540761X,6
105517,1558743316,7
171118,0684818248,7
16764,0151002630,8
123095,1551665301,7
153662,0663465001,5
219921,0553580256,6
226965,0345397819,9
77270,037325962X,7
172888,2253002933,8
165308,038070918X,10
111501,1573229865,10
15049,0345412354,8
21011,0688159753,8
259004,8773945196,7
125203,2253149772,9
165806,0439545110,7
257028,0705430030,8
223174,045145111,7
71587,0449911462,6
207686,0345404785,7
144647,0753804700,5
162575,0812971043,7
55398,0345391802,10
139209,0380789019,10
83743,0140172645,8
58709,1400031192,7
222204,0812523040,9
208468,0590762540,6
189835,999482984X,5
224525,0767916069,7
104636,0671534726,9
28634,0786013346,7
214138,0449217280,6
161677,0425179672,8
162052,0590412043,7
190741,0866229493,9
218608,0830718966,8
111578,0399133496,10
240547,0747558698,6
100578,019283391X,8
271210,0553579754,8
231081,978187834607,7
227250,0373612575,9
266854,0316139688,7
43687,1400034779,6
261829,0767915054,8
191166,0440217261,2
234828,0446603589,8
125701,0670858692,9
175145,0440222656,5
102515,0465016189,9
224564,2070703665,7
129465,0380761319,8
229947,0974381403,10
182727,0771056281,9
27313,0446608955,9
153662,0689812361,9
139913,0061030597,9
49283,8535902961,10
43909,0671046179,10
254899,0804115729,8
59305,0140244824,7
239746,0425176304,10
226835,0446391301,7
144531,0743225198,8
186685,4190869775,7
40757,0553108174,8
52350,9726081378,8
113602,0345452569,9
80849,8440450958,7
76942,0425179613,6
238754,0886775795,6
42099,0062508113,10
21479,0393312836,10
255092,0394700023,10
169682,0440204399,5
11676,0816735158,5
22992,0525947647,10
33004,0767906632,8
234613,1876485388,7
228061,0061065757,10
98760,0515133639,10
265889,0064472795,9
155147,0140274367,6
99720,0345404920,10
123883,0515135216,5
121264,0812533054,6
231613,0006551971,8
7346,044809519X,7
26443,2080702424,10
35859,059040962X,6
60707,0312983298,7
7155,3596258596,2
114368,0671474022,5
126196,0743454146,10
11456,044048474X,5
88677,0345350804,8
76223,0439139600,8
164535,3927926167,8
121170,0743467523,5
122793,0743411250,9
153797,0380703882,6
253852,2070422437,8
57599,0345310020,7
241042,0671023616,9
11993,0310212146,10
190768,3499137461,10
135265,0373821867,5
178478,0373292422,7
89602,0786868716,6
136021,842614685,10
102460,0590664719,7
6323,0425148343,7
246776,1853268968,10
136477,2253045047,10
233917,0373871600,5
228694,0151010633,10
96448,1559029897,8
269308,0316152196,8
28204,0099399504,8
124888,0451169514,6
182085,0811819353,10
234828,0590212877,7
236594,0451207653,4
57095,0345353145,10
269391,3442000491,6
132978,037550883X,8
215059,0061009059,7
109779,0812513738,8
269337,0679310452,6
148199,0963385305,3
243328,0385508719,6
276688,0553074946,9
189835,0783800088,5
200226,0440185327,5
164519,0061056995,9
56399,0007103352,10
225937,0099681803,7
119413,0385493800,6
97639,0552137030,10
235105,0060538120,8
11676,0312876610,10
10354,0064470229,9
239574,0452282829,7
96843,OO14OO.68155,8
183088,0439064864,8
11676,0446607568,8
11676,8815009027,10
73022,0451203593,8
23768,0064451240,8
180495,0425188809,8
137288,0786867655,5
101449,9070506041,7
153662,0886713560,8
153662,0505524899,9
11676,0553380168,10
124078,0739401572,10
187145,0385318782,8
75089,068482454X,7
132362,0446515043,7
29190,0385502737,9
144531,0553104136,8
123883,0440215900,5
121825,0316693006,9
128406,0440211727,5
138777,0312144075,8
133472,0325005141,10
239891,9022917789,8
263601,0520032020,5
11676,0373482183,3
25804,1883955084,7
53174,0671578987,10
63714,0743458982,10
171330,0006514197,5
74026,0064472639,8
92644,0440202116,10
207349,050552466X,2
11676,0440122961,9
102967,55307791,9
150899,0345342968,8
141444,0804114986,8
110934,0060987103,9
258599,0312278586,8
272482,1857158369,9
119654,0345433785,6
81008,8804371048,6
116856,0394726405,8
188951,0152045627,9
246617,0571216188,7
86408,0425130215,8
161882,0441010938,3
185233,006273248X,5
268074,1590580354,9
167625,0373790880,5
233911,0061020664,10
245410,0399505210,8
193470,0385335830,8
71900,0060507365,4
106063,8988165349,6
30276,0373471769,7
135360,038550926X,7
23138,0060176075,9
211937,0060540753,7
240403,0440995779,9
113663,0451116100,7
231263,0312284217,8
112280,068983862X,5
38023,0671795740,8
53229,0156319357,8
150561,0373484887,8
145449,0684815303,9
54828,3612252089,10
269474,0345417976,8
188411,3932069285,6
111124,0140129596,6
135885,0349120757,8
228336,0740721992,10
164198,042517400X,6
35859,042519213X,9
168245,0968279139,9
90049,0140094385,10
38004,0060096195,7
189080,006109692X,6
42419,0385498802,6
262208,0671543822,5
13347,8420725943,8
38273,0345432401,5
115131,0805056491,8
25409,0373250282,8
190719,3608956433,5
123883,1551668963,5
124298,0440241073,8
58062,0843945443,3
248718,0374126054,4
160009,0440200423,8
153054,0553213695,8
5703,0345366239,10
189733,0451519841,10
188659,051513306X,2
164944,2277302910,10
31050,0380899825,10
32076,0061013412,7
143163,0670869902,10
164809,0061014672,8
23902,0679736522,8
110919,0471325465,9
225232,0356108341,8
242409,0684827204,5
73716,0142001805,8
115003,0881790354,6
187863,0451167317,9
59912,0553375407,9
248718,0823003035,10
107784,0446608955,5
204864,051512558X,7
26487,0451209710,10
79556,0399142851,10
2488,8574024880,5
11192,3442356970,10
2197,0312291639,9
135321,1551665107,8
35859,0451167317,8
179744,1577482069,9
69010,0441135560,4
11676,0449204553,8
217740,0060977493,4
83539,0688156568,9
245519,0340750677,8
225199,0440114756,7
61892,1887178236,5
261579,2253030228,7
75821,067972866X,8
231857,0140386335,5
191800,1930206402,10
274925,034545104X,7
63641,0330314971,7
89610,8880190911,5
16684,8535900683,7
59150,0679745653,10
72742,1584850868,8
134837,000675483X,7
32721,2264018917,8
160558,0451190491,7
129074,0671738267,8
258301,9513126277,6
199693,0151002517,7
47971,0865710252,10
41700,3426722011,6
134840,0156007053,8
104569,0892966777,5
189365,207042502A425,8
39502,0380753022,5
41718,0345421256,8
97179,0449214923,6
163876,0898156122,6
273113,0515136530,5
100644,0515117234,4
118871,0553259830,7
185313,0028629043,7
39106,0345354648,7
217106,0156870118,7
167166,3778736140,7
81121,0553281747,8
46145,0316769487,10
171118,0886776228,8
76499,0804718326,10
23902,0440217563,6
154992,0849908647,9
24561,014130930X,10
102899,0192818260,5
34932,0671795597,6
11676,1886411484,7
245729,3257211945,6
266258,0804114897,9
63714,0871353369,7
164675,0226282503,5
63854,073944428X,8
12538,093527829X,8
129152,0440222656,4
7620,1576734005,7
184299,0446326798,8
264258,8433969978,8
36817,0060976845,6
69042,0525316302,8
276538,3720516652,8
160401,0440417953,5
274380,1555868630,8
66942,0312924585,7
156150,1573228737,7
14461,3442446414,8
16161,0684859777,8
224138,0374526001,8
184904,0553263285,7
81492,0505524929,7
85950,0440220602,5
231204,0201329697,8
139141,0671027514,5
164471,9176437183,5
260473,0679723161,5
162726,0312288115,2
62511,0061009059,9
179718,0671001841,6
136117,0451169514,6
56399,0837194822,10
126296,0345446860,8
232597,0812510100,6
19166,0446519642,7
248477,0446525537,8
166391,0385508042,9
54828,3930148048,9
265115,0345342305,10
88,0553062042,7
98391,0425190064,9
196803,0312968280,4
275909,842398608X,5
57234,0914294539,10
11676,0345285980,5
172760,0380973642,9
264222,0743435664,7
43246,0060926317,9
6563,0688180639,5
231857,0747240752,5
248718,0345314220,10
243491,0670032670,10
11676,0590440616,5
144531,0380711877,9
31008,0380817705,5
206202,0425062775,8
236283,0899093655,7
228738,0440225299,9
241503,0792263650,8
278026,0451188950,8
238065,0452282195,7
129074,0515131210,8
189835,0375760059,5
259312,0446343455,8
172613,3453160363,4
127233,0060184957,8
31042,0671007548,4
223501,0060177756,8
244242,0345449835,8
248718,0345306929,9
71651,9651305800,9
38556,1559947128,3
188658,2877302962,2
71800,0316569321,4
83910,B77801958,7
270713,0671883410,8
14228,0805065415,8
236044,031298328X,8
64679,014025448X,6
153662,0821737139,9
257028,0385480016,8
104447,0671673688,5
153662,0060092963,9
55941,028563223X,5
236994,0679736042,7
3757,9684035950,7
28204,0671442686,7
246513,0385318804,8
217243,2264005785,10
50970,0743225406,6
83671,0553293362,8
35859,0671421123,8
116090,0786886994,7
113406,0552996009,7
30246,0966103904,4
136991,767295885,7
76499,0060959355,5
149934,0679771476,8
253691,8307827002,8
84168,0755107918,7
210597,0486242587,6
1113,0848705459,8
5984,0800782194,10
245925,0141180145,2
140662,0446364193,10
111171,0375415351,6
156111,1591820162,10
51627,0345305183,10
98391,0843948892,8
16923,0140327592,6
244298,044661405X,7
219210,034068948X,6
260473,8401012317,8
212628,0425158632,8
12824,0064405036,10
247211,0330356682,9
224809,0061013439,6
170634,0848716868,8
78719,0345413369,9
263877,0330332775,7
206561,01402.5448X,10
27100,3861504421,9
197659,0877431876,9
130571,0446515051,8
182,9044601695,3
89602,014028009X,5
207821,0816704112,8
112559,037322446X,5
178478,0373292163,7
11676,0060193344,5
251843,0821222880,10
95359,0446670014,6
170850,0684815257,10
136465,0140267697,8
176486,0862781884,6
51526,0380717638,7
128782,3442150825,7
87141,0312966393,8
69808,2070383873,6
1376,0425177173,9
30507,0715807986,5
236322,0345423291,10
47316,0446612618,8
31826,0895773759,10
197364,0451525442,3
128835,0451156609,8
71227,0345326490,8
60113,0061009059,8
62755,0743224574,5
153662,0441005837,9
50859,0066212367,6
76488,0452277337,9
42718,1764560026,5
22457,843503416X,6
191638,0060194790,9
126404,0440180295,9
99623,0140150773,8
168464,1576731944,2
179733,0740704818,10
223431,0446613266,8
135768,0525947647,10
146348,0195133544,10
155027,0439416590,9
23872,0671519751,8
18464,8807814323,7
93179,0553230212,7
171118,0307168026,5
174304,0809239973,8
69512,0786889608,10
261301,0060929847,7
45315,0446602620,9
102702,0373835884,10
255092,0345303075,10
204167,0446305901,2
92564,8806156861,8
168129,2221001648,6
107784,037303251X,5
265504,0142002968,7
194600,0375401679,9
106007,0440907020,8
179288,0064470288,10
49144,8470020684,5
30276,0373027591,6
169715,0618117490,5
1435,0850315336,6
172027,1569472424,8
200238,0671670913,8
213638,0425152251,9
217106,0964451808,9
247129,0446604801,7
46484,0061057649,5
107326,0886779537,6
229386,1559703040,8
187256,0553580930,6
27812,0679755276,10
189688,067003004X,9
64763,0698119592,4
152435,0385097840,6
191214,0971880107,2
186362,0345407385,2
276680,0312280696,10
52917,0393313654,6
36609,0375760628,3
149784,0945397518,7
198807,0553579983,8
165308,0060258934,10
232805,0380709538,10
73681,0007119860,7
92165,0679731148,7
163759,0373244533,8
8680,0812505166,5
195008,0671658948,5
110973,0345414942,8
237441,0553262505,10
146539,0552143014,8
239468,0099269325,6
7207,8495354632,10
249894,0345307674,5
98391,038081191X,9
250709,067173458X,5
175500,3596259924,8
211045,0965752518,7
225686,0553278223,2
233856,0064462188,10
63714,0948936096,10
273252,051511779X,3
278026,7678300699,8
